Subject,Session,COND,WARN,IT_CONG_C,IT_CONG_D,IT_CONG_I,IT_CONG_M,IT_NEU_C,IT_NEU_D,IT_NEU_I,IT_NEU_M,IT_MI_C,IT_MI_D,IT_MI_I,IT_MI_M,CONG_C,CONG_I,CONG_M,NEU_C,NEU_I,NEU_M,MI_C,MI_I,MI_M,Misinfo_Effect,IT_CONG_C_Conf,IT_CONG_D_Conf,IT_CONG_I_Conf,IT_CONG_M_Conf,IT_NEU_C_Conf,IT_NEU_D_Conf,IT_NEU_I_Conf,IT_NEU_M_Conf,IT_MI_C_Conf,IT_MI_D_Conf,IT_MI_I_Conf,IT_MI_M_Conf,FT_CONG_C_Conf,FT_CONG_I_Conf,FT_CONG_M_Conf,FT_NEU_C_Conf_Conf,FT_NEU_I_Conf,FT_NEU_M_Conf,FT_MI_C_Conf,FT_MI_I_Conf,FT_MI_M_Conf,ChoseMis_IT_C,ChoseMis_IT_W,ChoseCorr_IT_C,ChoseCorr_IT_W,ChoseFoil_IT_C,ChoseFoil_IT_W,IT_Conf_1Q,IT_Conf_2Q,IT_Conf_3Q,IT_Conf_4Q,IT_Cong_Conf_1Q,IT_Cong_Conf_2Q,IT_Cong_Conf_3Q,IT_Cong_Conf_4Q,IT_Neu_Conf_1Q,IT_Neu_Conf_2Q,IT_Neu_Conf_3Q,IT_Neu_Conf_4Q,IT_Misl_Conf_1Q,IT_Misl_Conf_2Q,IT_Misl_Conf_3Q,IT_Misl_Conf_4Q,FT_Cong_Conf_1Q,FT_Cong_Conf_2Q,FT_Cong_Conf_3Q,FT_Cong_Conf_4Q,FT_Neu_Conf_1Q,FT_Neu_Conf_2Q,FT_Neu_Conf_3Q,FT_Neu_Conf_4Q,FT_Misl_Conf_1Q,FT_Misl_Conf_2Q,FT_Misl_Conf_3Q,FT_Misl_Conf_4Q,IT_Acc_ITConf_1Q,IT_Acc_ITConf_2Q,IT_Acc_ITConf_3Q,IT_Acc_ITConf_4Q,FTCongAcc_FTConf1Q,FTCongAcc_FTConf2Q,FTCongAcc_FTConf3Q,FTCongAcc_FTConf4Q,FTNeuAcc_FTConf1Q,FTNeuAcc_FTConf2Q,FTNeuAcc_FTConf3Q,FTNeuAcc_FTConf4Q,FTMislAcc_FTConf1Q,FTMislAcc_FTConf2Q,FTMislAcc_FTConf3Q,FTMislAcc_FTConf4Q,FTCongAcc_ITConf1Q,FTCongAcc_ITConf2Q,FTCongAcc_ITConf3Q,FTCongAcc_ITConf4Q,FTNeuAcc_ITConf1Q,FTNeuAcc_ITConf2Q,FTNeuAcc_ITConf3Q,FTNeuAcc_ITConf4Q,FTMislAcc_ITConf1Q,FTMislAcc_ITConf2Q,FTMislAcc_ITConf3Q,FTMislAcc_ITConf4Q,,,,,,,,,,
309,1,NT,W,,,,,,,,,,,,,0.88,0.00,0.13,0.38,0.38,0.25,0.50,0.25,0.25,0.00,,,,,,,,,,,,,68,,1,55,30,65,76,25,63,,,,,,,,,,,,,,,,,,,,,,,10.5,37.5,89,100,17.5,27.5,52.5,94.5,15,50,80,95,,,,,0.5,1,1,1,0.5,0,0.5,0.5,0.5,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,
310,2,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.50,0.38,0.13,0.50,0.38,0.13,0.00,,,,,,,,,,,,,76,28,,90,8,50,71,28,20,,,,,,,,,,,,,,,,,,,,,,,15,47.5,92.5,100,2.5,35,80,100,10,35,50,100,,,,,0.5,0.5,1,1,0,0,1,1,0,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,
311,3,NT,W,,,,,,,,,,,,,1.00,0.00,0.00,0.50,0.25,0.25,0.63,0.25,0.13,-0.13,,,,,,,,,,,,,91,,,50,5,50,96,35,70,,,,,,,,,,,,,,,,,,,,,,,75,90,100,100,5,15,50,85,35,75,100,100,,,,,1,1,1,1,0,1,0.5,0.5,0,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,
312,1,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.75,0.00,0.25,0.25,0.38,0.38,0.13,,,,,,,,,,,,,63,80,20,83,,40,90,37,72,,,,,,,,,,,,,,,,,,,,,,,17.5,30,90,100,12.5,75,100,100,25,60,78,90,,,,,0.5,1,0.5,1,0.5,0.5,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
314,3,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.38,0.13,0.50,0.25,0.50,0.25,-0.25,,,,,,,,,,,,,92,50,50,67,50,63,88,38,75,,,,,,,,,,,,,,,,,,,,,,,50,75,100,100,25,50,75,100,25,50,63,100,,,,,0.5,0.5,1,1,0.5,0,0.5,0.5,0,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
316,2,NT,W,,,,,,,,,,,,,0.38,0.38,0.25,0.75,0.25,0.00,0.75,0.13,0.13,0.13,,,,,,,,,,,,,90,37,30,67,25,,82,70,50,,,,,,,,,,,,,,,,,,,,,,,25,35,65,95,25,40,60,100,40,70,95,100,,,,,0,0,0.5,1,0,1,1,1,0.5,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,
317,3,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.50,0.38,0.13,0.63,0.13,0.25,0.13,,,,,,,,,,,,,78,0,70,55,7,0,86,0,70,,,,,,,,,,,,,,,,,,,,,,,15,55,100,100,0,10,25,85,20,65,100,100,,,,,0.5,0.5,1,1,0,0,1,1,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,
318,1,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.25,0.50,0.25,0.13,0.00,0.88,0.63,,,,,,,,,,,,,98,40,,90,73,45,90,,73,,,,,,,,,,,,,,,,,,,,,,,40,95,100,100,40,65,80,95,35,75,90,100,,,,,0,1,1,1,0,0,0.5,0.5,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
320,3,NT,W,,,,,,,,,,,,,0.88,0.00,0.13,0.50,0.13,0.38,0.63,0.13,0.25,-0.13,,,,,,,,,,,,,57,,0,50,0,0,80,100,0,,,,,,,,,,,,,,,,,,,,,,,0,0,100,100,0,0,0,100,0,50,100,100,,,,,1,0.5,1,1,0.5,0.5,0,1,0,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,
321,1,NT,W,,,,,,,,,,,,,1.00,0.00,0.00,0.50,0.25,0.25,0.25,0.25,0.50,0.25,,,,,,,,,,,,,97,,,94,30,13,100,65,59,,,,,,,,,,,,,,,,,,,,,,,87.5,100,100,100,10,32.5,87.5,100,30,63,90,100,,,,,1,1,1,1,0,0,1,1,0,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
323,3,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.63,0.25,0.13,0.25,0.38,0.38,0.25,,,,,,,,,,,,,80,63,,79,35,85,50,60,73,,,,,,,,,,,,,,,,,,,,,,,45,72.5,85,100,12.5,70,92.5,100,10,40,100,100,,,,,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
324,1,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.63,0.13,0.25,0.38,0.38,0.25,0.00,,,,,,,,,,,,,90,0,,58,0,65,50,23,65,,,,,,,,,,,,,,,,,,,,,,,0,70,100,100,0,50,66,95,10,25,55,85,,,,,0,1,1,1,0.5,0.5,0.5,1,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
325,2,NT,W,,,,,,,,,,,,,0.50,0.25,0.25,0.25,0.50,0.25,0.63,0.13,0.25,0.00,,,,,,,,,,,,,74,0,0,82,26,23,56,0,43,,,,,,,,,,,,,,,,,,,,,,,0,0,47.5,100,5,20,50,81.5,0,13,77,93,,,,,0,0.5,0.5,1,0,0,0.5,0.5,0,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,
326,3,NT,W,,,,,,,,,,,,,0.25,0.50,0.25,0.50,0.50,0.00,0.75,0.13,0.13,0.13,,,,,,,,,,,,,85,13,100,40,15,,82,10,50,,,,,,,,,,,,,,,,,,,,,,,0,25,85,100,0,5,30,75,30,70,85,90,,,,,0,0,1,0,0,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
328,2,NT,W,,,,,,,,,,,,,0.75,0.00,0.25,0.75,0.25,0.00,0.63,0.13,0.25,0.25,,,,,,,,,,,,,53,,45,80,100,,68,50,95,,,,,,,,,,,,,,,,,,,,,,,20,45,55,85,40,100,100,100,35,60,95,100,,,,,1,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,
329,3,NT,W,,,,,,,,,,,,,0.63,0.38,0.00,0.38,0.38,0.25,0.50,0.38,0.13,-0.13,,,,,,,,,,,,,56,55,,67,32,65,94,65,0,,,,,,,,,,,,,,,,,,,,,,,0,40,82.5,100,0,37.5,75,100,23,73,90,100,,,,,0.5,1,0,1,0.5,0,0,1,0,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,
330,1,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.63,0.25,0.13,0.25,0.13,0.63,0.50,,,,,,,,,,,,,79,20,,96,10,20,48,10,64,,,,,,,,,,,,,,,,,,,,,,,10,47.5,100,100,10,50,100,100,5,25,83,100,,,,,0.5,0.5,1,1,0,0.5,1,1,0,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,
331,2,NT,W,,,,,,,,,,,,,0.88,0.00,0.13,0.75,0.25,0.00,0.63,0.25,0.13,0.13,,,,,,,,,,,,,64,,10,81,45,,48,10,80,,,,,,,,,,,,,,,,,,,,,,,10,45,77.5,95,22.5,75,90,100,5,25,55,85,,,,,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,
332,3,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.50,0.38,0.13,0.50,0.13,0.38,0.25,,,,,,,,,,,,,78,50,20,8,50,0,93,70,33,,,,,,,,,,,,,,,,,,,,,,,19.5,50,99,100,0,5,15,70,25,60,85,100,,,,,0.5,0.5,1,1,1,0.5,0.5,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
335,3,NT,W,,,,,,,,,,,,,1.00,0.00,0.00,0.63,0.25,0.13,0.88,0.00,0.13,0.00,,,,,,,,,,,,,97,,,86,55,20,84,,100,,,,,,,,,,,,,,,,,,,,,,,89.5,100,100,100,35,55,90,100,45,100,100,100,,,,,1,1,1,1,0.5,0,1,1,1,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,
336,1,NT,W,,,,,,,,,,,,,0.63,0.25,0.13,0.63,0.13,0.25,0.38,0.50,0.13,-0.13,,,,,,,,,,,,,88,38,75,73,10,18,28,35,5,,,,,,,,,,,,,,,,,,,,,,,37.5,77.5,85,95,10,25,70,99.5,8,18,25,65,,,,,0,0.5,1,1,0,0.5,1,1,0.5,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
337,2,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.75,0.25,0.00,0.75,0.00,0.25,0.25,,,,,,,,,,,,,96,75,100,95,88,,98,,78,,,,,,,,,,,,,,,,,,,,,,,75,100,100,100,77.5,95,100,100,78,95,100,100,,,,,0.5,1,0.5,1,0.5,1,1,0.5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
338,2,NT,W,,,,,,,,,,,,,0.75,0.00,0.25,0.75,0.13,0.13,0.38,0.25,0.38,0.25,,,,,,,,,,,,,90,,60,71,90,50,90,45,80,,,,,,,,,,,,,,,,,,,,,,,50,80,100,100,35,62.5,85,100,30,70,100,100,,,,,0.5,0.5,1,1,1,0.5,0.5,1,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
339,,NT,W,,,,,,,,,,,,,0.63,0.38,0.00,0.63,0.25,0.13,0.25,0.25,0.50,0.38,,,,,,,,,,,,,71,45,,78,48,30,63,30,50,,,,,,,,,,,,,,,,,,,,,,,27.5,52.5,70,95,22.5,47.5,87.5,100,18,43,50,83,,,,,0.5,0,1,1,0.5,0.5,0.5,1,0,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
340,2,NT,W,,,,,,,,,,,,,0.38,0.38,0.25,0.75,0.25,0.00,0.75,0.00,0.25,0.25,,,,,,,,,,,,,80,33,75,68,8,,57,,45,,,,,,,,,,,,,,,,,,,,,,,30,40,75,100,5,30,77.5,100,15,45,65,90,,,,,0,0.5,0,1,0.5,0.5,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,
400,1,T,W,0.38,0.25,0.38,0.00,0.38,0.13,0.50,0.00,0.25,0.38,0.38,0.00,0.63,0.38,0.00,0.50,0.25,0.25,0.50,0.38,0.13,-0.13,53,0,20,,87,0,38,,50,3,45,,80,47,,88,50,65,48,47,60,0.00,0.17,1.00,0.33,0.00,0.50,0,8,49,88,0,0,30,80,0,25,80,100,0,0,38,85,25,65,80,100,50,65,75,100,15,45,55,80,0.33,0.00,0.50,0.50,0.5,0.5,0.5,1,0,0.5,0.5,1,1,0,0,1,1,0.5,0,1,0,0.5,1,0.5,1,0,0.5,0.5,,,,,,,,,,
401,2,T,W,0.50,0.13,0.25,0.13,0.50,0.25,0.25,0.00,0.63,0.13,0.25,0.00,0.88,0.00,0.13,0.75,0.25,0.00,0.75,0.00,0.25,0.25,53,0,0,100,100,0,5,,100,0,5,,71,,50,100,63,,96,,50,0.00,0.67,1.00,0.33,0.00,0.00,1,20,84,100,0,3,53,100,0,5,100,100,3,53,100,100,25,50,100,100,63,100,100,100,50,88,100,100,0.00,0.33,0.83,1.00,1,0.5,1,1,0,1,1,1,0,1,1,1,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,,,,,,,,,,
402,3,T,W,0.38,0.13,0.50,0.00,0.50,0.00,0.50,0.00,0.38,0.13,0.50,0.00,0.63,0.38,0.00,0.75,0.25,0.00,0.50,0.25,0.25,0.25,87,0,43,,68,,5,,50,0,50,,80,63,,35,10,,55,25,35,0.67,0.00,0.33,0.60,0.00,0.40,3,23,52,100,0,35,80,100,0,10,35,100,10,25,40,100,45,70,80,100,0,15,30,70,20,35,55,60,0.17,0.17,0.67,0.67,0.5,0.5,0.5,1,0.5,1,0.5,1,0,0.5,0.5,1,1,0.5,1,0,0.5,0.5,1,1,0.5,0.5,0,1,,,,,,,,,,
403,1,T,W,0.88,0.00,0.00,0.13,0.63,0.00,0.38,0.00,0.50,0.00,0.38,0.13,0.88,0.13,0.00,0.63,0.25,0.13,0.50,0.13,0.38,0.25,79,,,50,78,,30,,88,,25,50,100,0,,80,40,20,90,10,100,0.25,0.50,0.75,0.25,0.00,0.25,10,55,94,100,30,70,100,100,0,45,95,100,0,50,88,100,50,100,100,100,0,50,100,100,45,90,100,100,0.33,0.67,0.67,1.00,0.5,1,1,1,0.5,0,1,1,0.5,1,0.5,0,0.5,1,1,1,0,1,0.5,1,0.5,0.5,0,1,,,,,,,,,,
404,2,T,W,0.75,0.13,0.13,0.00,0.75,0.00,0.25,0.00,0.75,0.13,0.13,0.00,0.88,0.13,0.00,0.88,0.13,0.00,0.75,0.25,0.00,0.00,68,0,30,,88,,65,,87,0,20,,77,50,,87,90,,90,50,,0.00,0.00,0.83,0.50,0.17,0.50,26,66,87,95,15,40,75,90,53,83,95,100,10,75,90,95,50,65,90,90,70,90,90,100,50,90,90,90,0.33,0.83,1.00,0.83,0.5,1,1,1,1,0.5,1,1,0,1,1,1,0.5,1,1,1,1,0.5,1,1,0.5,1,0.5,1,,,,,,,,,,
405,3,T,W,0.88,0.13,0.00,0.00,0.38,0.38,0.25,0.00,0.38,0.50,0.13,0.00,0.88,0.13,0.00,0.38,0.38,0.25,0.25,0.25,0.50,0.25,97,0,80,,58,0,23,,65,0,,,97,20,,67,3,19,50,25,75,0.00,0.80,0.33,0.20,0.67,0.00,13,35,53,89,40,90,100,100,0,0,13,68,0,15,47,100,50,100,100,100,0,0,24,100,0,25,100,100,0.17,0.67,0.67,0.67,0.5,1,1,1,0.5,0,0,1,0.5,0,0.5,0,0.5,1,1,1,0,0.5,0.5,0.5,0,0,0.5,0.5,,,,,,,,,,
407,2,T,W,0.25,0.00,0.50,0.25,0.38,0.00,0.63,0.00,0.50,0.00,0.50,0.00,0.88,0.00,0.13,0.63,0.38,0.00,0.50,0.00,0.50,0.50,100,,33,50,83,,25,,70,,65,,57,,75,88,17,,81,,56,0.25,0.75,0.75,0.25,0.00,0.00,2,31,92,100,0,15,100,100,0,13,75,100,5,65,100,100,25,50,63,100,0,50,95,100,50,63,75,88,0.17,0.17,0.33,0.83,1,1,0.5,1,0,0.5,1,1,0,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,0,1,0,1,,,,,,,,,,
409,1,T,W,0.63,0.13,0.25,0.00,1.00,0.00,0.00,0.00,0.38,0.00,0.50,0.13,0.88,0.13,0.00,0.88,0.13,0.00,0.63,0.00,0.38,0.38,80,0,0,,96,,,,100,,13,99,89,90,,93,50,,73,,75,0.00,0.60,1.00,0.40,0.00,0.00,28,46,96,100,0,13,87,100,83,100,100,100,0,25,100,100,70,90,95,100,50,100,100,100,50,63,85,98,0.33,0.50,0.83,1.00,1,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,,,,,,,,,,
411,3,T,W,0.63,0.00,0.25,0.13,0.63,0.00,0.38,0.00,0.50,0.13,0.38,0.00,1.00,0.00,0.00,0.63,0.25,0.13,0.25,0.00,0.75,0.63,72,,30,100,66,,17,,75,0,33,,90,,,80,55,70,85,,85,0.75,0.75,0.25,0.25,0.00,0.00,12,37,70,98,30,55,80,95,5,30,55,100,0,25,75,100,65,95,100,100,50,60,80,100,55,85,100,100,0.00,0.67,0.83,0.83,1,1,1,1,0.5,0.5,0.5,1,0,0.5,0,0.5,1,1,1,1,0.5,0,1,1,0.5,0,0,0.5,,,,,,,,,,
412,1,T,W,0.88,0.13,0.00,0.00,0.38,0.13,0.38,0.13,0.63,0.25,0.13,0.00,0.75,0.13,0.13,0.75,0.13,0.13,0.63,0.25,0.13,0.00,77,0,,,67,0,90,10,64,0,0,,92,50,10,92,100,100,90,26,100,0.00,0.33,1.00,0.00,0.00,0.67,2,40,83,98,0,70,100,100,5,50,90,95,0,0,60,100,30,75,100,100,75,100,100,100,26,75,100,100,0.50,0.33,0.67,1.00,0.5,0.5,1,1,1,0.5,1,0.5,0,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1,0.5,0,1,1,,,,,,,,,,
413,2,T,W,0.63,0.00,0.25,0.13,0.88,0.00,0.13,0.00,0.63,0.00,0.38,0.00,0.75,0.13,0.13,0.88,0.13,0.00,0.50,0.13,0.38,0.38,98,,0,100,86,,100,,90,,63,,100,20,100,93,20,,100,100,100,0.40,0.33,0.40,0.67,0.20,0.00,25,97,100,100,0,95,100,100,50,100,100,100,25,95,100,100,60,100,100,100,35,100,100,100,100,100,100,100,0.50,0.83,0.83,0.67,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,,,,,,,,,,
414,3,T,W,0.50,0.00,0.50,0.00,0.63,0.00,0.38,0.00,0.75,0.00,0.25,0.00,0.88,0.00,0.13,0.75,0.13,0.13,0.63,0.00,0.38,0.25,93,,43,,96,,13,,95,,30,,100,,0,95,100,100,88,,100,0.17,1.00,0.83,0.00,0.00,0.00,10,72,100,100,0,70,100,100,0,60,100,100,30,85,100,100,50,100,100,100,85,100,100,100,70,100,100,100,0.00,0.67,0.83,1.00,0.5,1,1,1,1,0.5,1,0.5,1,0,1,0.5,0.5,1,1,1,0.5,0.5,1,1,0,1,1,0.5,,,,,,,,,,
415,1,T,W,0.50,0.00,0.50,0.00,0.63,0.00,0.38,0.00,0.63,0.13,0.13,0.13,0.88,0.13,0.00,0.63,0.38,0.00,0.25,0.25,0.50,0.50,93,,30,,73,,40,,75,0,25,50,83,40,,80,53,,80,40,100,0.40,0.67,0.40,0.00,0.20,0.33,17,46,75,100,10,50,85,100,30,50,63,100,10,38,78,100,50,70,90,100,45,65,70,100,40,80,100,100,0.33,0.17,0.83,1.00,0.5,1,1,1,0,1,0.5,1,0,1,0,0,1,0.5,1,1,0.5,0.5,0.5,1,0,0,0,1,,,,,,,,,,
417,3,T,W,0.50,0.25,0.13,0.13,0.50,0.00,0.50,0.00,0.63,0.25,0.13,0.00,0.88,0.00,0.13,0.63,0.25,0.13,0.38,0.00,0.63,0.50,100,0,90,100,95,,30,,98,0,0,,100,,100,96,55,50,80,,84,0.80,0.33,0.20,0.67,0.00,0.00,3,63,97,100,0,95,100,100,10,50,90,100,0,45,100,100,100,100,100,100,40,80,100,100,60,70,100,100,0.00,0.33,0.83,1.00,1,0.5,1,1,0,0.5,1,1,0.5,0.5,0.5,0,1,1,0.5,1,0,0.5,1,1,1,0,0.5,0,,,,,,,,,,
418,1,T,W,0.63,0.13,0.25,0.00,0.38,0.00,0.63,0.00,0.38,0.38,0.25,0.00,0.88,0.13,0.00,0.75,0.25,0.00,0.25,0.38,0.38,0.38,80,0,90,,97,,46,,90,0,35,,87,80,,78,45,,45,33,82,0.00,0.60,0.67,0.00,0.33,0.40,8,48,83,100,25,65,100,100,0,65,95,100,0,15,55,100,45,100,100,100,10,68,100,100,20,50,58,90,0.17,0.17,0.50,1.00,0.5,1,1,1,0.5,0.5,1,1,0.5,0,0.5,0,0.5,1,1,1,0.5,0.5,1,1,0,0,0,1,,,,,,,,,,
419,2,T,W,0.63,0.00,0.38,0.00,0.38,0.00,0.50,0.13,0.63,0.00,0.25,0.13,1.00,0.00,0.00,0.75,0.25,0.00,0.50,0.00,0.50,0.50,84,,17,,97,,40,40,64,,50,60,66,,,73,10,,55,,68,0.40,0.67,0.60,0.33,0.00,0.00,3,47,90,100,0,40,95,100,10,55,80,100,0,45,95,100,0,65,100,100,5,25,100,100,5,40,100,100,0.17,0.33,0.83,0.83,1,1,1,1,0.5,0.5,1,1,0.5,0.5,0,1,1,1,1,1,0.5,0.5,1,1,1,0,0.5,0.5,,,,,,,,,,
420,3,T,W,0.50,0.00,0.50,0.00,0.38,0.00,0.63,0.00,0.50,0.13,0.38,0.00,0.75,0.25,0.00,0.63,0.25,0.13,0.88,0.00,0.13,0.00,65,,43,,92,,38,,92,0,48,,69,55,,34,15,10,66,,30,0.00,0.25,1.00,0.75,0.00,0.00,6,52,78,99,5,40,70,100,0,55,80,98,13,60,85,100,15,55,93,100,5,15,30,55,20,50,85,90,0.17,0.17,0.50,1.00,1,0,1,1,0.5,0,1,1,0.5,1,1,1,1,1,0,1,0.5,0.5,0.5,1,1,0.5,1,1,,,,,,,,,,
421,1,T,W,0.75,0.00,0.25,0.00,0.63,0.00,0.38,0.00,0.63,0.00,0.25,0.13,1.00,0.00,0.00,0.88,0.00,0.13,0.63,0.00,0.38,0.25,92,,25,,85,,0,,90,,25,0,88,,,82,,50,95,,33,0.00,1.00,1.00,0.00,0.00,0.00,8,54,92,100,25,75,100,100,0,25,88,100,0,63,88,100,50,100,100,100,38,75,100,100,25,63,100,100,0.00,0.67,1.00,1.00,1,1,1,1,1,0.5,1,1,0,0.5,1,1,1,1,1,1,1,0.5,1,1,0,0.5,1,1,,,,,,,,,,
422,2,T,W,0.25,0.25,0.38,0.13,0.50,0.00,0.50,0.00,0.25,0.13,0.63,0.00,0.50,0.38,0.13,0.50,0.25,0.25,0.25,0.00,0.75,0.50,45,0,3,0,64,,6,,80,0,18,,40,30,0,63,30,0,50,,51,0.50,0.83,0.50,0.17,0.00,0.00,0,4,33,68,0,0,5,45,0,13,50,78,0,0,45,80,0,20,40,65,0,30,45,80,33,45,60,65,0.00,0.00,0.33,1.00,0,0.5,1,0.5,0,0,1,1,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,1,1,0,0,0.5,0.5,,,,,,,,,,
423,3,T,W,0.38,0.00,0.63,0.00,0.63,0.13,0.13,0.13,0.63,0.00,0.38,0.00,0.88,0.00,0.13,0.63,0.25,0.13,0.13,0.25,0.63,0.50,100,,56,,85,0,50,0,90,,41,,90,,50,95,48,50,100,63,91,0.80,0.33,0.00,0.33,0.20,0.33,13,63,96,100,25,65,100,100,0,50,88,100,13,75,99,100,50,90,100,100,38,73,100,100,63,78,100,100,0.00,0.50,0.83,0.83,0.5,1,1,1,0,0.5,1,1,0,0,0.5,0,0.5,1,1,1,0,0.5,1,1,0,0,0.5,0,,,,,,,,,,
424,1,T,W,0.09,0.00,0.03,0.00,0.06,0.00,0.06,0.00,0.05,0.00,0.08,0.00,0.50,0.50,0.00,0.63,0.38,0.00,0.25,0.00,0.75,0.75,74,,27,,77,,42,,70,,38,60,100,85,,92,80,,85,,100,0.67,0.80,0.33,0.20,0.00,0.00,17,43,68,90,15,30,80,100,10,60,65,85,25,40,60,85,75,95,100,100,65,85,100,100,85,100,100,100,0.17,0.17,0.83,0.67,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0,0,0.5,0,0.5,1,0.5,0.5,1,0.5,0,0.5,0.5,0,,,,,,,,,,
425,2,T,W,0.50,0.13,0.00,0.38,0.50,0.00,0.50,0.00,0.63,0.13,0.25,0.00,0.75,0.00,0.25,0.75,0.13,0.13,0.63,0.13,0.25,0.13,92,0,,67,91,,54,,96,0,48,,90,,60,83,80,75,88,60,85,0.20,0.33,0.80,0.33,0.00,0.33,22,72,94,100,25,65,94,100,30,70,90,99,10,80,97,100,60,83,90,98,68,80,85,95,70,80,90,95,0.00,0.50,0.67,1.00,0,1,1,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,1,1,0,1,1,0.5,,,,,,,,,,
427,1,T,W,0.38,0.50,0.13,0.00,0.13,0.50,0.38,0.00,0.25,0.38,0.38,0.00,0.75,0.13,0.13,0.38,0.38,0.25,0.63,0.13,0.25,0.00,97,50,1,,90,28,7,,95,33,8,,55,0,1,37,0,5,42,0,10,0.00,0.33,1.00,0.50,0.00,0.17,0,16,57,98,1,46,100,100,0,1,15,95,0,2,55,100,1,10,55,100,0,0,5,55,0,6,10,100,0.00,0.17,0.33,0.50,0,1,1,1,0,0.5,0,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0,1,1,,,,,,,,,,
429,3,T,W,0.25,0.13,0.50,0.13,0.75,0.00,0.13,0.13,0.63,0.00,0.38,0.00,0.75,0.13,0.13,0.75,0.13,0.13,0.38,0.13,0.50,0.38,100,0,71,50,88,,0,80,92,,47,,95,90,90,97,10,70,100,75,84,0.40,0.67,0.60,0.00,0.00,0.33,28,72,92,100,13,65,90,100,25,85,95,100,45,65,90,100,90,90,95,100,40,90,100,100,73,83,100,100,0.17,0.33,0.83,0.83,0.5,1,0.5,1,0,1,1,1,0,0,0.5,1,1,0.5,1,0.5,0.5,0.5,1,1,0,0,0.5,1,,,,,,,,,,
430,1,T,W,0.63,0.00,0.38,0.00,0.13,0.00,0.75,0.13,0.50,0.00,0.38,0.13,0.63,0.13,0.25,0.75,0.13,0.13,0.13,0.88,0.00,-0.13,90,,27,,100,,33,40,75,,17,70,84,30,50,95,70,20,100,56,,0.00,0.00,1.00,0.00,0.00,1.00,5,48,67,95,0,50,60,100,11,70,85,100,5,25,55,85,25,80,80,90,45,85,100,100,26,50,75,95,0.00,0.33,0.50,0.83,0,0.5,1,1,0,1,1,1,0,0,0,0.5,0.5,0,1,1,1,0.5,0.5,1,0,0,0,0.5,,,,,,,,,,
