Subject,Session,COND,WARN,IT_CONG_C,IT_CONG_D,IT_CONG_I,IT_CONG_M,IT_NEU_C,IT_NEU_D,IT_NEU_I,IT_NEU_M,IT_MI_C,IT_MI_D,IT_MI_I,IT_MI_M,CONG_C,CONG_I,CONG_M,NEU_C,NEU_I,NEU_M,MI_C,MI_I,MI_M,Misinfo_Effect,IT_CONG_C_Conf,IT_CONG_D_Conf,IT_CONG_I_Conf,IT_CONG_M_Conf,IT_NEU_C_Conf,IT_NEU_D_Conf,IT_NEU_I_Conf,IT_NEU_M_Conf,IT_MI_C_Conf,IT_MI_D_Conf,IT_MI_I_Conf,IT_MI_M_Conf,FT_CONG_C_Conf,FT_CONG_I_Conf,FT_CONG_M_Conf,FT_NEU_C_Conf,FT_NEU_I_Conf,FT_NEU_M_Conf,FT_MI_C_Conf,FT_MI_I_Conf,FT_MI_M_Conf,IT_Conf_1Q,IT_Conf_2Q,IT_Conf_3Q,IT_Conf_4Q,IT_Cong_Conf_1Q,IT_Cong_Conf_2Q,IT_Cong_Conf_3Q,IT_Cong_Conf_4Q,IT_Neu_Conf_1Q,IT_Neu_Conf_2Q,IT_Neu_Conf_3Q,IT_Neu_Conf_4Q,IT_Misl_Conf_1Q,IT_Misl_Conf_2Q,IT_Misl_Conf_3Q,IT_Misl_Conf_4Q,FT_Cong_Conf_1Q,FT_Cong_Conf_2Q,FT_Cong_Conf_3Q,FT_Cong_Conf_4Q,FT_Neu_Conf_1Q,FT_Neu_Conf_2Q,FT_Neu_Conf_3Q,FT_Neu_Conf_4Q,FT_Misl_Conf_1Q,FT_Misl_Conf_2Q,FT_Misl_Conf_3Q,FT_Misl_Conf_4Q,IT_Acc_ITConf_1Q,IT_Acc_ITConf_2Q,IT_Acc_ITConf_3Q,IT_Acc_ITConf_4Q,FTCongAcc_FTConf1Q,FTCongAcc_FTConf2Q,FTCongAcc_FTConf3Q,FTCongAcc_FTConf4Q,FTNeuAcc_FTConf1Q,FTNeuAcc_FTConf2Q,FTNeuAcc_FTConf3Q,FTNeuAcc_FTConf4Q,FTMislAcc_FTConf1Q,FTMislAcc_FTConf2Q,FTMislAcc_FTConf3Q,FTMislAcc_FTConf4Q,FTCongAcc_ITConf1Q,FTCongAcc_ITConf2Q,FTCongAcc_ITConf3Q,FTCongAcc_ITConf4Q,FTNeuAcc_ITConf1Q,FTNeuAcc_ITConf2Q,FTNeuAcc_ITConf3Q,FTNeuAcc_ITConf4Q,FTMislAcc_ITConf1Q,FTMislAcc_ITConf2Q,FTMislAcc_ITConf3Q,FTMislAcc_ITConf4Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,T,NW,0.63,0.00,0.38,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.25,0.25,0.88,0.13,0.00,0.75,0.13,0.13,0.25,0.13,0.63,0.50,58,,30,,85,,53,,63,,25,50,93,20,,68,10,50,75,10,100,2,45,77,98,0,35,60,95,5,70,100,100,0,30,70,100,35,100,100,100,10,50,75,100,30,100,100,100,0.00,1.00,0.67,0.50,0.5,1,1,1,0.5,1,0.5,1,0.5,0.5,0,0,0.5,1,1,1,1,0.5,0.5,1,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2,T,NW,0.25,0.00,0.75,0.00,0.50,0.00,0.50,0.00,0.63,0.13,0.25,0.00,0.38,0.25,0.38,0.63,0.25,0.13,0.50,0.13,0.38,0.25,70,,50,,100,,46,,94,100,35,,100,65,60,72,100,70,95,100,90,29,63,85,100,20,45,55,100,33,60,100,100,35,85,100,100,40,65,100,100,30,85,100,100,76,100,100,100,0.17,0.17,0.67,0.83,0,0,1,0.5,1,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,1.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2,T,NW,0.38,0.38,0.25,0.00,0.88,0.00,0.13,0.00,0.88,0.00,0.00,0.13,0.88,0.00,0.13,0.75,0.13,0.13,0.75,0.25,0.00,-0.13,100,0,13,,77,,5,,100,,,50,100,,75,72,0,0,76,65,,31,54,84,100,75,100,100,100,0,0,63,100,19,63,90,100,88,100,100,100,0,15,100,100,28,65,100,100,0.33,0.67,0.83,1.00,0.5,1,1,1,0,1,1,1,0.5,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2,T,NW,0.63,0.13,0.25,0.00,0.75,0.00,0.25,0.00,1.00,0.00,0.00,0.00,0.63,0.25,0.13,0.88,0.13,0.00,0.75,0.00,0.25,0.25,84,0,13,,93,,55,,91,,,,96,63,50,99,100,,95,,100,33,79,95,100,0,38,85,100,35,100,100,100,65,100,100,100,38,90,100,100,95,100,100,100,85,100,100,100,0.50,0.67,1.00,1.00,0,1,1,0.5,1,1,1,0.5,1,0.5,0.5,1,0,0.5,1,1,1,1,0.5,1,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1,T,NW,0.88,0.00,0.13,0.00,0.63,0.00,0.25,0.13,0.88,0.00,0.13,0.00,0.88,0.13,0.00,0.63,0.25,0.13,0.50,0.25,0.25,0.13,70,,0,,96,,1,90,71,,0,,99,0,,100,50,90,70,0,90,0,62,98,100,0,45,100,100,1,90,95,100,0,50,100,100,45,100,100,100,45,100,100,100,0,45,90,95,0.50,0.67,1.00,1.00,0.5,1,1,1,0,1,1,0.5,0.5,0,1,0.5,1,0.5,1,1,0,0.5,1,1,0.5,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.88,0.13,0.00,0.25,0.25,0.50,0.50,,,,,,,,,,,,,100,0,0,89,30,,75,50,73,,,,,,,,,,,,,,,,,0,100,100,100,40,85,100,100,35,50,85,100,,,,,0,1,1,1,0.5,1,1,1,0,0.5,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2,NT,W,,,,,,,,,,,,,0.63,0.13,0.25,0.38,0.63,0.00,0.50,0.50,0.00,0.00,,,,,,,,,,,,,70,60,20,100,56,,58,64,,,,,,,,,,,,,,,,,,10,40,75,100,0,90,100,100,3.5,50,90,100,,,,,0.5,0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,3,NT,W,,,,,,,,,,,,,0.63,0.13,0.25,0.38,0.38,0.25,0.63,0.25,0.13,-0.13,,,,,,,,,,,,,70,100,75,43,43,43,100,75,50,,,,,,,,,,,,,,,,,50,50,100,100,7.5,40,50,75,50,100,100,100,,,,,1,0.5,1,0,0,1,0.5,0,0,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,NT,W,,,,,,,,,,,,,0.88,0.13,0.00,0.50,0.25,0.25,0.38,0.50,0.13,-0.13,,,,,,,,,,,,,87,30,,82,68,70,63,70,100,,,,,,,,,,,,,,,,,45,77.5,99,99.5,35,67.5,99,99.5,50,55,82.5,97.5,,,,,0.5,1,1,1,0.5,0,0.5,1,1,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2,NT,W,,,,,,,,,,,,,0.63,0.13,0.25,0.38,0.63,0.00,0.50,0.38,0.13,0.13,,,,,,,,,,,,,82,0,50,100,53,,38,7,80,,,,,,,,,,,,,,,,,10,70,88,90,30,65,87.5,100,0.5,15,20,90,,,,,0,0.5,1,1,0,0,0.5,1,0,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,3,NT,W,,,,,,,,,,,,,0.75,0.13,0.13,0.50,0.13,0.38,0.63,0.13,0.25,-0.13,,,,,,,,,,,,,98,75,40,75,65,75,82,30,85,,,,,,,,,,,,,,,,,57.5,95,100,100,55,70,79,90,40,70,95,100,,,,,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0,0.125,0.375,0.25,0.375,0.75,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1,NT,W,,,,,,,,,,,,,0.38,0.38,0.25,0.38,0.13,0.50,0.38,0.25,0.38,-0.13,,,,,,,,,,,,,67,73,75,67,60,40,70,65,63,,,,,,,,,,,,,,,,,50,60,75,100,20,50,60,80,45,50,70,100,,,,,1,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0,0.125,0.625,0.125,0.25,0.5,0.375,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2,NT,W,,,,,,,,,,,,,0.50,0.50,0.00,0.63,0.13,0.25,0.50,0.25,0.25,0.00,,,,,,,,,,,,,75,30,,87,60,25,61,25,79,,,,,,,,,,,,,,,,,15,30,70,95,25,47.5,100,100,20,40,77,100,,,,,0,0.5,0.5,1,0,0.5,1,1,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.25,0.25,0.625,0.125,0.25,0.75,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,3,NT,W,,,,,,,,,,,,,0.50,0.25,0.25,0.25,0.50,0.25,0.63,0.13,0.25,0.00,,,,,,,,,,,,,80,13,75,40,24,0,67,0,65,,,,,,,,,,,,,,,,,12.5,47.5,87.5,100,0,0,22.5,64.5,0,40,92.5,100,,,,,0,0.5,1,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1,NT,W,,,,,,,,,,,,,0.50,0.25,0.25,0.38,0.63,0.00,0.38,0.25,0.38,0.38,,,,,,,,,,,,,50,50,25,83,70,,67,0,100,,,,,,,,,,,,,,,,,0,0.5,75,100,25,75,100,100,0,50,100,100,,,,,0,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2,NT,W,,,,,,,,,,,,,0.25,0.63,0.13,0.63,0.13,0.25,0.75,0.13,0.13,-0.13,,,,,,,,,,,,,100,19,0,61,0,15,80,2,50,,,,,,,,,,,,,,,,,0,20,27.5,100,0,22.5,45,100,16,50,100,100,,,,,0,0,0,1,0,1,0.5,1,0.5,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.38,0.63,0.00,0.38,0.50,0.13,0.13,,,,,,,,,,,,,75,5,,83,25,,57,25,100,,,,,,,,,,,,,,,,,5,37.5,87.5,100,0.5,37.5,50,100,7.5,28.5,62.5,87.5,,,,,0,1,1,1,0,0,0.5,1,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,3,NT,W,,,,,,,,,,,,,0.63,0.13,0.25,0.25,0.38,0.38,0.63,0.13,0.25,-0.13,,,,,,,,,,,,,41,50,0,0,2,2,80,0,0,,,,,,,,,,,,,,,,,0,2.5,50,75,0,0,0,5,0,0,100,100,,,,,0,1,1,0.5,0.5,0.5,0,0,0.5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1,NT,W,,,,,,,,,,,,,0.38,0.38,0.25,0.88,0.13,0.00,0.38,0.38,0.25,0.25,,,,,,,,,,,,,100,25,13,71,25,,42,55,38,,,,,,,,,,,,,,,,,0,25,75,100,17,50,95,100,0,37.5,62.5,82.5,,,,,0,0,0.5,1,0.5,1,1,1,0.5,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,3,NT,W,,,,,,,,,,,,,0.88,0.13,0.00,0.38,0.38,0.25,0.75,0.25,0.00,-0.25,,,,,,,,,,,,,78,25,,84,33,50,73,54,,,,,,,,,,,,,,,,,,37.5,62.5,89,98,25,37.5,75,89,33,62.5,77.5,100,,,,,0.5,1,1,1,0,0,0.5,1,0.5,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1,NT,W,,,,,,,,,,,,,0.88,0.13,0.00,0.63,0.25,0.13,0.50,0.13,0.38,0.25,,,,,,,,,,,,,83,50,,77,70,50,80,40,62,,,,,,,,,,,,,,,,,55,65,95,100,52.5,60,77.5,97.5,30,75,82.5,85,,,,,0.5,1,1,1,0.5,0.5,0.5,1,0,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2,NT,W,,,,,,,,,,,,,0.50,0.25,0.25,0.63,0.25,0.13,0.75,0.13,0.13,0.00,,,,,,,,,,,,,75,25,0,57,25,0,71,75,75,,,,,,,,,,,,,,,,,0,0,75,100,0,5,62.5,100,12.5,75,100,100,,,,,0.5,0,0.5,1,0.5,0.5,0.5,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3,NT,W,,,,,,,,,,,,,1.00,0.00,0.00,0.25,0.63,0.13,0.88,0.13,0.00,-0.13,,,,,,,,,,,,,61,,,35,43,50,70,40,,,,,,,,,,,,,,,,,,25,45,75,100,23.5,35,50,60,25,55,85,100,,,,,1,1,1,1,0,1,0,0,0.5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1,NT,W,,,,,,,,,,,,,0.50,0.50,0.00,0.75,0.13,0.13,0.63,0.13,0.25,0.13,,,,,,,,,,,,,84,66,,77,50,25,72,50,73,,,,,,,,,,,,,,,,,40,67.5,95,97.5,32.5,50,85,100,40,60,82.5,95,,,,,0.5,0,1,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2,NT,W,,,,,,,,,,,,,0.88,0.00,0.13,0.50,0.50,0.00,0.50,0.00,0.50,0.50,,,,,,,,,,,,,79,,0,85,53,,80,,50,,,,,,,,,,,,,,,,,15,60,100,100,5,70,100,100,50,50,60,100,,,,,0.5,1,1,1,0,0.5,1,0.5,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,3,NT,W,,,,,,,,,,,,,0.88,0.13,0.00,0.50,0.13,0.38,0.63,0.25,0.13,-0.25,,,,,,,,,,,,,100,50,,55,0,73,100,75,0,,,,,,,,,,,,,,,,,75,100,100,100,10,35,75,100,25,100,100,100,,,,,0.5,1,1,1,0,1,0.5,0.5,0,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2,NT,W,,,,,,,,,,,,,0.50,0.38,0.13,0.25,0.50,0.25,0.50,0.13,0.38,0.13,,,,,,,,,,,,,50,50,30,40,45,65,79,10,65,,,,,,,,,,,,,,,,,20,40,55,75,15,40,60,80,15,55,95,95,,,,,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,3,NT,W,,,,,,,,,,,,,0.88,0.00,0.13,0.63,0.38,0.00,0.63,0.38,0.00,0.00,,,,,,,,,,,,,68,,100,70,0,,100,0,,,,,,,,,,,,,,,,,,25,62.5,100,100,0,0,75,100,0,50,100,100,,,,,1,1,0.5,1,0.5,0,1,1,0,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1,NT,W,,,,,,,,,,,,,0.63,0.25,0.13,0.88,0.13,0.00,0.25,0.25,0.50,0.50,,,,,,,,,,,,,81,65,65,69,73,,58,43,40,,,,,,,,,,,,,,,,,60,72.5,79.5,87,49.5,62,71.5,95,20,30,49.5,80.5,,,,,0,0.5,1,1,1,1,0.5,1,0,0.5,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2,NT,W,,,,,,,,,,,,,0.63,0.25,0.13,0.63,0.25,0.13,0.38,0.38,0.25,0.13,,,,,,,,,,,,,60,30,60,82,30,60,70,40,65,,,,,,,,,,,,,,,,,10,30,70,100,30,60,75,100,20,50,65,95,,,,,1,0,0.5,1,0,1,0.5,1,0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,3,NT,W,,,,,,,,,,,,,0.63,0.25,0.13,0.25,0.38,0.38,0.38,0.13,0.50,0.13,,,,,,,,,,,,,84,20,90,50,50,28,93,0,20,,,,,,,,,,,,,,,,,20,60,95,100,0,30,62.5,75,0,20,59,100,,,,,0,1,0.5,1,0,0.5,0,0.5,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1,NT,W,,,,,,,,,,,,,1.00,0.00,0.00,0.50,0.00,0.50,0.25,0.50,0.25,-0.25,,,,,,,,,,,,,88,,,95,,38,55,40,89,,,,,,,,,,,,,,,,,55,95,100,100,25,50,90,100,15,55,65,88.5,,,,,1,1,1,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.75,0.25,0.00,0.63,0.25,0.13,0.13,,,,,,,,,,,,,89,64,,85,45,,76,65,80,,,,,,,,,,,,,,,,,50,80,100,100,40,61,100,100,30,66,100,100,,,,,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,3,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.50,0.38,0.13,0.63,0.13,0.25,0.13,,,,,,,,,,,,,82,65,,54,17,30,96,50,60,,,,,,,,,,,,,,,,,55,75,85,97,10,27.5,35,75,50,80,95,100,,,,,0.5,1,0.5,1,0,0.5,0.5,1,0,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1,NT,W,,,,,,,,,,,,,0.88,0.13,0.00,0.75,0.13,0.13,0.50,0.13,0.38,0.25,,,,,,,,,,,,,66,10,,41,25,75,50,25,42,,,,,,,,,,,,,,,,,17.5,50,70,100,25,35,50,62.5,25,37.5,50,62.5,,,,,0.5,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2,NT,W,,,,,,,,,,,,,0.63,0.25,0.13,0.88,0.13,0.00,0.75,0.00,0.25,0.25,,,,,,,,,,,,,68,65,70,74,20,,72,,85,,,,,,,,,,,,,,,,,25,65,80,100,20,62.5,85,100,55,70,75,100,,,,,1,0,0.5,1,0.5,1,1,1,1,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,3,NT,W,,,,,,,,,,,,,0.63,0.13,0.25,0.13,0.75,0.13,0.63,0.25,0.13,0.00,,,,,,,,,,,,,82,100,45,35,47,50,70,40,80,,,,,,,,,,,,,,,,,35,65,100,100,27.5,40,50,65,30,55,75,95,,,,,0.5,0.5,1,0.5,0.5,0,0,0,0.5,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1,NT,W,,,,,,,,,,,,,0.75,0.25,0.00,0.50,0.50,0.00,0.25,0.25,0.50,0.50,,,,,,,,,,,,,80,30,,75,53,,65,50,40,,,,,,,,,,,,,,,,,20,50,100,100,35,50,75,95,20,35,50,90,,,,,0.5,0.5,1,1,0.5,0,0.5,1,0,0.5,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2,NT,W,,,,,,,,,,,,,0.38,0.38,0.25,0.38,0.50,0.13,0.38,0.38,0.25,0.13,,,,,,,,,,,,,90,17,25,100,58,50,80,73,23,,,,,,,,,,,,,,,,,7.5,22.5,60,95,40,55,95,100,22.5,45,85,100,,,,,0,0,0.5,1,0,0,0.5,1,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,3,NT,W,,,,,,,,,,,,,0.50,0.38,0.13,0.38,0.38,0.25,0.25,0.25,0.50,0.25,,,,,,,,,,,,,96,52,23,19,0,28,50,34,49,,,,,,,,,,,,,,,,,26.5,62.5,92.5,100,0,0,13,43,5,34,50,92.5,,,,,0,0,1,1,0,0,1,0.5,0.5,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
