"","xg_co_sd_pred","xg_mi_sd_pred"
"127",0.198180615901947,0.19784040749073
"128",0.258319199085236,0.245884701609612
"129",0.338212430477142,0.275902599096298
"130",0.232095658779144,0.162839308381081
"131",0.271637350320816,0.213544800877571
"132",0.152048617601395,0.136524364352226
"133",0.152048617601395,0.164093717932701
"134",0.0835839137434959,0.12340385466814
"135",0,0.0342528186738491
"136",0.203744798898697,0.247382342815399
"137",0.17943175137043,0.176092207431793
"138",0.235735490918159,0.171472236514091
"139",0,0.0367926992475986
"140",0.219753235578537,0.244112998247147
"141",0.0541753694415092,0.138484746217728
"142",0.191854864358902,0.214939802885056
"143",0.0560178719460964,0.159916624426842
"144",0.191854864358902,0.200981110334396
"145",0.191854864358902,0.203895583748817
"146",0.0958744063973427,0.187382414937019
"147",0.153788596391678,0.21733857691288
"148",0.191854864358902,0.189936906099319
"149",0.203744798898697,0.247638449072838
"150",0.219753235578537,0.242257371544838
"151",0.195246070623398,0.18789154291153
"152",0.264664828777313,0.287872970104218
"153",0.162045791745186,0.180172383785248
"154",0.153501883149147,0.185315430164337
"155",0.195246070623398,0.156185269355774
"156",0.0958744063973427,0.168964549899101
"157",0.130260929465294,0.141042053699493
"158",0.350854098796844,0.276738315820694
"159",0.258068591356277,0.242460399866104
"160",0.245354905724525,0.162271305918694
"161",0.208785250782967,0.201118841767311
"162",0.285314410924911,0.240604028105736
"163",0.299498677253723,0.29964217543602
"164",0.189531445503235,0.22685906291008
"165",0.113691493868828,0.187441453337669
"166",0.177641496062279,0.180419027805328
"167",0.0958744063973427,0.184784501791
"168",0.1792131960392,0.167746797204018
"169",0.11760763078928,0.162275537848473
"170",0.166063129901886,0.204863339662552
"171",0.259581327438354,0.230758026242256
"172",0.324678093194962,0.295193463563919
"173",0.208961173892021,0.210472464561462
"174",0.350983142852783,0.356647700071335
"175",0.102753400802612,0.19015471637249
"176",0.143250778317451,0.170893579721451
"177",0.24684901535511,0.272526115179062
"178",0.186710432171822,0.239718794822693
"179",0.336778253316879,0.504155278205872
"180",0.258319199085236,0.331355780363083
"181",0.137552797794342,0.149208679795265
"182",0.165038451552391,0.198304608464241
"183",0.270094752311707,0.232429102063179
"184",0.217398807406425,0.422341734170914
"185",0.216610044240952,0.376291334629059
"186",0.188251495361328,0.199367791414261
"187",0.162762135267258,0.172297239303589
"188",0.109121076762676,0.0945647805929184
"189",0.123616904020309,0.102102220058441
"190",0.158858850598335,0.183058515191078
"191",0.13324673473835,0.23047100007534
"192",0.13295567035675,0.143011868000031
"193",0.336778253316879,0.498763799667358
"194",0.336778253316879,0.527868509292603
"195",0.0752677321434021,0.138076737523079
"196",0.143250778317451,0.125573635101318
"197",0.193196251988411,0.221670106053352
"198",0.191854864358902,0.208851799368858
"199",0.236794665455818,0.239168047904968
"200",0.236794665455818,0.246980831027031
"201",0.350854098796844,0.272175580263138
"202",0.272750943899155,0.235262408852577
"203",0.2467400431633,0.26991680264473
"204",0.192133992910385,0.200234428048134
"205",0.282750517129898,0.282108992338181
"206",0.3388671875,0.281306236982346
"207",0.176201567053795,0.221682339906693
"208",0.221951007843018,0.207013562321663
"209",0.236794665455818,0.326226860284805
"210",0.237836465239525,0.229722157120705
"211",0.184502005577087,0.240283668041229
"212",0.192133992910385,0.200234428048134
"213",0.22603814303875,0.269311010837555
"214",0.253299087285995,0.243960022926331
"215",0.253299087285995,0.273383915424347
